puzzle_id,initial_fen,moves,rating,source_game_key
3YA0h,r2r2k1/p4pbp/1p4p1/n2b4/4n3/P1P1PN1P/BP3PPB/RN2R1K1 w - - 10 18,b1d2 e4d2 a2d5 d8d5,1798,Au8z87sL
3YAEw,2Q5/5ppk/7p/6r1/3Pp2q/B3P1b1/2R3R1/5BK1 w - - 3 41,c8c6 g5h5 g2g3 h4h1 g1f2 h5f5 f2e1 h1f1 e1d2 f1d3 d2c1 d3a3 c1d2 a3d3,2694,C7gs3ZnV
3YAuI,8/4kpp1/1p2p3/3pPP2/2pP4/2P5/rqPQ1R1P/6K1 b - - 0 30,e6f5 d2g5 e7e8 g5f5 b2c1 g1g2,1962,uBjElUpD
3YBqE,r1q2k1r/p1p2pbp/2pRpNp1/2B5/2P5/5Q2/PP3PPP/R5K1 b - - 0 18,c7d6 c5d6,830,ZLdT6W8f
3YCvx,r1bqr3/ppp3k1/5n1p/8/3P1RpP/1PN3P1/1PP2Q2/R5K1 b - - 2 18,d8e7 a1f1 c8d7 f4f6,2054,ffOqE84H
3YDTr,6k1/pp2rrb1/6QB/4p3/3p3P/8/P1B2PPK/4q3 b - - 2 28,e1f2 g6h7 g8f8 h7h8,1687,6tnEzU0a
3YEUl,r4rk1/p1qb1pb1/2p3QB/8/4p3/1BP4P/P1P2PP1/5RK1 b - - 0 20,d7e6 g6g7,929,e5wDRm9h
3YFSK,3r3r/1b2n1k1/p2p1pp1/2q1p3/2PnPPN1/3B2N1/P2Q2P1/2R2RK1 w - - 1 27,f4e5 d4e2,916,tlb5hT0s
3YFhE,2kr4/1pp1n1p1/2n3p1/pQP2qP1/3P1p2/5N2/PP1B1P2/2KR4 b - - 0 23,c6d4 f3d4 d8d4 b5e8 d4d8 e8e7,1206,O0EWu7mu
3YHBW,r5rk/5p1p/2Q4p/1p2P2N/1b1P4/5P1K/5P1P/q7 b - - 3 30,a1d4 c6f6 g8g7 f6g7,1038,qAC7PMej
3YIwM,6rk/1pp5/3p2pp/p1n5/8/1Pbq1N1P/P3R1P1/2Q2R1K b - - 2 31,d3e2 c1h6,913,BLUVnV55
3YJtj,8/5k2/8/2rp1PK1/6P1/p7/3R4/8 w - - 0 54,d2d3 c5a5 d3d1 d5d4 g5f4 d4d3 f4e3 d3d2 d1d2 a3a2,2790,YPmKCSI2
3YKFE,r4r2/pp2pkbQ/2p5/3pB3/3P2q1/2N1P3/PPP5/2K4R b - - 2 22,f8h8 h1f1 f7e6 h7g7 g4g7 e5g7,1599,Plxln7uV
3YKT9,1k2r3/pPp3p1/5p2/3R4/1P4Qp/P2P2qP/6P1/6rK w - - 0 31,h1g1 e8e1,1161,rtsWRPxw
3YNRw,r2r2k1/ppq2ppp/3P1n2/8/3Q4/1P4P1/P4P1P/R4RK1 w - - 0 21,d6c7 d8d4 f1d1 d4d5 d1d5 f6d5,2404,MMeB9wqA
3YP7L,8/8/6Q1/4k3/8/3nq2P/6PK/8 b - - 0 46,e3e2 g6e8 e5d5 e8e2,1254,8NfjNUOY
3YPgV,4R3/6rk/6p1/6Kp/7P/6P1/8/8 b - - 12 62,g7g8 e8g8 h7g8 g5g6,1378,xMPHfX2b
3YPtW,2kr1bnr/ppp1pppp/2q3b1/4N3/8/6N1/PPPP1PPP/R1BQ1RK1 b - - 1 9,c6c2 d1c2 g6c2 e5f7,1923,7NXgOMiz
3YQfI,3r3k/6p1/7p/1Q2p3/1P2P3/2qP3P/3R2P1/7K w - - 3 28,d2f2 c3e1 h1h2 e1f2,1297,HyVCOwq8
3YSoa,8/3PR3/8/P3b2p/1PP1k2p/4p3/6r1/2K5 b - - 1 49,g2d2 a5a6 e4f5 e7e5 f5e5 a6a7 d2d7 a7a8q,2589,rT4oelFP
3YVTB,rr4k1/4pp1p/1qp2np1/p2p3P/5Q2/1P6/P1P1NP2/2KR3R b - - 0 19,f6h5 h1h5 g6h5 f4e5 c6c5 d1g1,2792,Xc84tiKh
3YWJg,8/4n3/7p/PP4p1/2Pk1p2/3BpK1P/8/8 w - - 3 44,a5a6 d4d3 a6a7 e3e2 a7a8q e2e1q,2377,wUdSKmVe
3YZ2J,2r5/pR6/5pkp/6p1/3pP3/1P1P3P/Pqr2PPK/R3Q3 w - - 1 31,e1a5 c2f2 a1g1 c8c2 a5f5 f2f5,1979,Fp5xLX44
3YZJk,b3r2k/3r3p/p3NppP/1pB5/1P6/PB4RQ/5PPK/2q5 w - - 5 35,e6g7 e8e1 g3e3 e1h1 h2g3 h1h3,1608,OByVZzaX
3YaXf,2N2k2/3n1ppp/4p3/P1pp4/8/8/2P3PP/5K2 b - - 2 30,f8e8 a5a6 e8d8 a6a7 d8c8 a7a8q,1604,HtXpipsE
3YbdN,3K4/8/1P2kp2/6pp/8/1R6/8/2r5 b - - 3 51,c1d1 d8e8 d1d7 b3e3 e6d6 e3d3,2389,6qPvnkVe
3YdCh,r4rk1/pp1n1ppp/2p1p3/3p2qn/2PPP3/1P1Q3P/PB1N2B1/R4RK1 w - - 1 16,d2f3 g5g2 g1g2 h5f4 g2h2 f4d3,1787,zcEoIDRI
3Yfht,r4rk1/5pb1/pp2p1p1/4P1qp/2P1bn2/1PB2P2/P1Q3PP/3RRBK1 w - - 0 28,c2e4 f4h3 g1h1 h3f2,1087,fQzdLZgS
3YgME,2b1r1k1/1p2Qpp1/5n1p/RP6/8/3P2P1/5PBP/6K1 w - - 3 31,e7c5 e8e1 g2f1 c8h3 c5c8 h3c8,1957,H4gZtZsE
3YhmI,4r1k1/pp4p1/2p1p2p/4N3/5P1Q/7R/4q1PP/3rR2K w - - 3 36,h3e3 e2f1 e1f1 d1f1,1885,6OE4v3vh
3YiXY,rnbqk2r/ppp2ppp/5n2/2Pp4/1b1Pp3/2N1P3/PP2BPPP/R1BQK1NR b KQkq - 0 6,b7b6 d1a4 b8d7 a4b4,1451,QVPG9DKH
3Yj7r,r7/1pp3qk/p2p1npp/3Pn3/2PQ1pP1/5P1P/PP2R1BK/4R3 w - - 1 33,b2b3 e5f3 g2f3 f6g4,2030,knZybXvL
3YjJY,r3k3/3n1pp1/2p1p1p1/1p1p4/3P2n1/1QN1P2r/PP3qP1/R1R2B1K w q - 0 18,g2h3 f2h2,828,YtYXrJ6Z
3Ykx7,8/p4ppp/3kp3/3p4/1Q6/1P2q1P1/P5PP/2r2R1K b - - 8 31,d6e5 b4f4 e3f4 g3f4 e5e4 f1c1,1821,YlJuLhlf
3YlrQ,8/3bb3/2p2k2/1p3p1p/p4BpP/P1P3P1/1P2KP2/1B6 b - - 3 39,f6e6 b1a2 e6f6 f4g5 f6g6 g5e7,1407,GZjEoFqx
3Yoa1,r4rk1/p4p1p/2q3bQ/1p2p1N1/4n3/P1P1N3/1P3PP1/2KR1B2 w - - 1 21,g5e4 c6e4 f1d3 e4f4 h6f4 e5f4,2406,1al62SaR
3Ypic,2rr2k1/pb2bNp1/4pn1p/2q5/2P5/P2B4/1B2QPPP/4RR1K b - - 0 22,g8f7 e2e6 f7f8 d3g6 b7g2 h1g1 g2d5 c4d5 c5d5 e6e7,2022,BB7TCkNh
3YqLy,k4rr1/pp5Q/2n5/8/5B2/3P4/q5PN/2R2B1K w - - 4 32,g2g3 g8h8 h7h8 f8h8,1689,NX1VMcy0
3Ysk3,7k/5pp1/1p2n3/1N4p1/1bB1n3/5P2/PP2K1PP/8 b - - 2 30,e4d2 c4e6 f7e6 a2a3 b4a5 b2b4 a5b4 a3b4,1987,NMwR6NSc
3YtOF,8/8/7P/2p1N3/1p6/1Pk1K3/2b5/8 b - - 0 58,c3b3 e5d3 b3c4 h6h7 c2d3 h7h8q,1475,301thhlp
3Yuay,3rr2k/1pp3pp/4Qp2/pPPNnP2/P3P1q1/8/6PP/3R1RK1 w - - 5 33,d5f6 g4d1 e6e8 d8e8 f1d1 g7f6,2351,6FTXGcu6
3YvYg,3r2k1/1R3pp1/2B3qp/1p6/5Q1P/P1Pb2P1/1P3P2/6K1 b - - 0 30,g6c6 f4f7 g8h8 f7g7,1175,ybY3bmbv
3Yvfy,r1bqr2k/ppp3pp/4Bn2/2n3B1/3N4/2N5/PPP1Q1PK/R4R2 b - - 0 14,d8d4 a1d1 d4b4 g5f6 g7f6 e2f2,2775,JDMqKP9f
3Ywzz,r4r1k/2pn1ppb/p1Np1P1p/1p1P4/4P3/1P3Q1P/P2q2P1/3B1RK1 b - - 0 33,d7e5 f6g7 h8g7 f3f6 g7g8 c6e7,1713,lP8KSkm5
3Yx1P,r6r/p2p2pp/1p1Nkp1n/b3p2Q/5P2/B1P5/PP1N2qP/2K1Rb2 b - - 0 18,g2g4 e1e5 f6e5 h5e5,2307,7JozXQAZ
3Yyvp,5k2/1p4p1/1N3p1p/pP2pK2/8/r4P1P/3R2P1/4r3 b - - 3 36,g7g6 f5f6 f8e8 d2d7 a3a4 d7e7,2786,fbjCY5n4
3Z22v,2r5/8/4Q1pk/p2pP2R/Pp6/6P1/1P1q1P1P/2r2RK1 b - - 0 32,h6h5 e6h3 h5g5 f2f4 d2f4 g3f4,1765,iv6SZcLA
3Z41g,k3r1r1/pp6/3Q4/2p5/2P4P/4PPP1/PP4KR/1qB5 w - - 1 32,h2h1 e8d8 d6f4 b1c2,2288,2Mj6fT16
3Z4km,5r1k/R5pp/8/3n4/1P6/2Pq2P1/1B1P3P/3Q2K1 w - - 0 33,c3c4 d5e3 b2g7 h8g8 g7f8 e3d1,1461,rQBjGZi0
3Z5BK,r3k3/pp4p1/5r2/3p3Q/2pq1P1N/P3p2P/1P4P1/R1B2K2 b q - 1 24,e8e7 c1e3 d4e3 a1e1 f6f4 h4f3,2199,KbCCwPKB
3Z7R5,8/1R2k3/1p3p2/p2KP2r/P7/8/8/8 b - - 1 52,e7d8 d5d6 d8c8 b7c7 c8b8 e5f6 h5h6 c7f7,2267,RjG7qN5H
3Z7xu,8/p7/2k5/1p2p1pp/1P2P3/3K1P2/6PP/8 w - - 0 35,g2g3 g5g4 f3f4 e5f4 g3f4 h5h4,2427,cZ0o8pyP
3Z8Oh,8/1b2kp2/p4p2/r6p/3R1P1P/2P1p1P1/1P2B3/5K2 w - - 1 32,e2c4 b7f3 d4e4 f3e4,2013,Axlc0oHj
3ZAs2,8/1Qp2pk1/p5pp/4q3/1P1R4/P1P4P/5PPK/4r3 w - - 1 31,f2f4 e5e3 b7f3 e3g1 h2g3 e1e3,1748,wTigWUY1
3ZBsb,1Q3b1r/p2k1ppp/2p1p3/8/2BPn1P1/4P3/P2B2PP/qN2K1NR w K - 1 13,d2b4 a1b1 e1e2 f8b4,2353,oQXMA9qC
3ZCfD,8/8/6K1/2k4p/7P/8/8/8 b - - 0 53,c5d5 g6h5 d5e6 h5g6 e6e7 g6g7,1293,fKqUG6OV
3ZEUi,1k2r2r/ppb4p/2p3pP/4npP1/q1PQ4/P4N2/1PB2P2/1K1RR3 b - - 3 29,e5f3 e1e8 h8e8 d4d7,2172,o0pKMOdO
3ZEfZ,3R4/pp3q1p/2p1b1rk/4Q3/4P3/N4P2/PP4PP/6K1 w - - 3 26,a3c2 f7f3 d8d2 e6h3 e5g3 g6g3,2113,3IjZDhY1
3ZFTs,2r5/6bk/1R4p1/5p1p/5P2/7P/P1p2P2/2B3K1 w - - 2 33,g1f1 c8d8 f1e2 d8d1,1601,gi5MBjRE
3ZFoV,rn3r1k/6pp/2p1R3/pp6/P4qn1/1BN5/1PP2PPP/R2Q2K1 w - - 1 18,g2g3 f4f2 g1h1 f2h2,948,DUt5BqZ3
3ZG3Y,r1r4k/2q2pR1/p3p3/2npPn1P/1p1P4/8/PPPQ4/2K3R1 b - - 2 26,f5g7 d2h6 h8g8 h6g7,1166,HHNRp7j9
3ZHFX,8/5qk1/4p1p1/4P1Pp/5Q1P/4P1K1/8/8 b - - 0 34,f7f4 g3f4 g7f8 f4e4 f8e7 e4d4 e7d7 d4c5,1989,WaPDfz8e
3ZHqa,r1bq1k1r/pp1n1pp1/2pb1n1p/5P2/2BP2PB/2P5/PPN1Q2P/4RRK1 b - - 2 17,f8g8 c4f7 g8f7 e2e6 f7f8 e6d6,1909,r2OQyCGM
3ZHzq,r3kb1r/pppq1ppp/2n1pn2/1Q1p4/3P1B2/4PN2/PPP2PPP/RN2K2R w KQkq - 2 8,f3e5 c6e5 b5b7 d7c6 b7c6 e5c6,1835,Bxk4ZVye
3ZJET,3q2k1/5rp1/2p4p/P1N2b2/1P6/2Q1P1R1/6PP/6K1 w - - 1 39,e3e4 d8d1 g1f2 f5e4 g3f3 e4f3,2232,KN9zi8Ui
3ZJSD,8/1pk5/pN4R1/7p/5PPP/3nP3/1r6/5K2 b - - 2 58,b2b6 g6b6 c7b6 g4h5,1893,GadEhQzk
3ZLDP,3r1rk1/p4ppp/1b3q2/1P1Qp3/8/2P5/1P3PPP/RN3RK1 w - - 1 17,d5e4 f6f2 f1f2 d8d1 e4e1 d1e1,1639,1Oi0BxxV
3ZLj0,8/8/p2p4/1pp5/1PP2k2/1K1P4/1P6/8 b - - 0 40,f4e3 c4b5 a6b5 b4c5 d6c5 b3c3 b5b4 c3c4 e3d2 c4c5 b4b3 c5b4 d2d3 b4b3,2665,5fX9dAan
3ZMVB,5rk1/6n1/4p2B/p7/1p6/3Q4/PP3r2/4K3 w - - 0 38,h6g7 f2f1 d3f1 f8f1 e1f1 g8g7,978,0gZSlUpr
3ZNCF,rn1qr1k1/ppp1ppbp/6p1/3n1b2/3P4/2N1PN1P/PPQ2PP1/R1B1KB1R w KQ - 3 9,f1d3 d5b4 d3f5 b4c2,1699,2Jaz6vhf
3ZO9N,6k1/3R1p1P/p3rp2/2p2K2/P4P2/8/8/8 b - - 0 46,g8h7 d7f7 h7h6 f5e6,1336,nPPVfg47
3ZPIB,2kr2nN/2p3pp/pbp2q2/3p4/5B2/2P5/PP3PPP/Rb1QR1K1 w - - 0 16,f4e5 f6f2 g1h1 b1e4,1704,Fhy42V2l
3ZR07,r3Rb1r/pp1k3p/3q2p1/3P4/8/6PP/PPQ5/4R1K1 w - - 4 31,e8a8 d6c5 c2c5 f8c5 g1g2 h8a8,2083,vwAymnqp
3ZS7s,r1bqkb1r/pp2ppp1/2n2n2/7p/3B3P/6N1/PPP2PP1/R2QKBNR w KQkq - 1 9,f1b5 d8a5 d4c3 a5b5,1197,JZE35SlB
3ZVQc,r1b3rk/1p1qb1p1/p3pnQB/2pp4/3P4/2P1P3/PP1N1P1P/R3K1R1 b Q - 0 16,d7e8 h6g7 g8g7 g6g7,1383,b7AkO5QS
3ZWgT,Q3Qnk1/6pp/8/2q5/7r/5b1r/6P1/R3RBK1 w - - 0 41,e1e3 h3h1 g1f2 f3a8,2387,4mMSIpNQ
3ZXe7,8/8/4p3/p2pPk2/5P2/1P2K1B1/2n3P1/8 w - - 5 45,e3f3 c2d4 f3e3 d4b3 g3e1 a5a4 e1b4 b3a1,2645,HmCWJUPE
3ZYHx,r3n2k/1pq3bp/1np2r2/5pN1/3B1P2/pP1Q4/P1P4P/1K1R2R1 b - - 0 24,a8d8 d3h3 h7h6 d4f6 d8d1 g1d1 e8f6 d1d8 c7d8 g5f7 h8g8 f7d8,2706,7emKmBYu
3Zbb5,3rr1k1/pp4pp/8/5Pq1/8/b1PB1Q2/P1R2P1P/3K3R w - - 7 26,h2h4 g5f6 h1e1 d8d3 f3d3 e8d8 d3d8 f6d8,2571,3APiz7yS
3ZcKj,3r2k1/pp3pp1/7p/8/3npBb1/1B6/PPP2PPP/R5K1 w - - 0 19,a1e1 d4e2 g1f1 e2f4,1520,3eMXMlmK
3ZfgQ,1r3nk1/p4p2/6BQ/4q1P1/2Pp4/7R/Pr6/2K2R2 b - - 0 34,f7g6 f1f8 b8f8 h6h7,1638,mUSCl4En
3Zj18,r2qk1r1/pp1bnpBp/2np4/1B6/4P3/5N2/PPP2PPP/R2QK2R w KQq - 1 11,g7h6 d8a5 d1d2 a5b5,1121,qxltq9Is
3ZjD1,rn4kr/ppp2ppp/2q5/4N3/1Q3B2/2p5/P4PPP/4R1K1 b - - 5 18,c6b6 b4e7 h7h6 e7f7 g8h7 f7f5,2450,2rUhopEy
3ZlmP,r5k1/p1p2pbp/1rp1b1p1/2Nn2B1/1q1P4/1P3N2/P4PPP/R1Q1R1K1 b - - 2 16,e6g4 g5d2 g4f3 d2b4,1990,jUqIBL7P
3Zn2L,1r5k/p5p1/5NQp/2p1q3/2B5/3P1R1P/P5PK/8 w - - 4 30,f3f4 e5f4 g6g3 f4g3 h2g3 g7f6,1839,2PDM0s6q
3ZntH,r3k2r/1p4pp/2p1bp2/4p3/1n1pP3/1P1P2P1/P2N1PKP/R1R2B2 b kq - 0 17,a8a2 a1a2 b4a2 c1a1 e8d7 a1a2,1212,piE0v8Hh
3Zouq,r1b2rk1/pp3p1p/4pqpP/3pN1b1/3P4/2PB4/PPQ2PP1/R3K2R b KQ - 4 17,f6f4 g2g3 f4d2 c2d2 g5d2 e1d2,1581,DdCyDjkZ
3ZpIw,r1bqkb1r/1p3ppp/pn1p4/2pn4/P7/1P3N2/1BP2PPP/RN1QKB1R b KQkq - 0 9,c8g4 a4a5 d8e7 f1e2 g4f3 g2f3,1962,BKgHFsNI
3ZrZb,r1bq1rk1/ppp1nppp/2n1p3/8/3P4/P1NB3N/1PP2PPP/R2QK2R b KQ - 4 9,c6d4 d3h7 g8h7 d1h5 h7g8 h3g5 d4c2 e1e2,2420,dA8sqVoe
3ZuMK,rn2k2r/p1p2pp1/1p2p2p/3n4/8/3PB1QN/P1qRKPPP/7R b kq - 1 16,d5c3 e2f3 c2a4 g3g7 a4c6 f3g3 h8f8 h1c1 c6d6 e3f4,2743,ZMlyurwt
3ZvYC,2r4r/pp3kp1/4pp2/1Q1pB3/3Pq3/2P1P2P/4K3/5R1R b - - 3 26,c8c3 f1f6 g7f6 b5d7 f7g6 h1g1 g6f5 g1f1,2639,bIJyPCwb
3ZwEr,3r2k1/p2P1ppp/5b2/1rp5/8/6P1/2R2P1P/3RB1K1 b - - 0 29,f6d4 d1d4 c5d4 c2c8 g8f8 c8d8,1331,GAe16Iqg
3ZyTv,3r1k1r/1Q3ppp/8/1NRn4/1q4b1/8/PP3PPP/4R1K1 w - - 4 25,c5d5 b4e1,958,Z6yfRz3m
3ZyjQ,r2qk1r1/pp2b2p/4b1pB/3PNp2/1n6/1Q6/PP3PPP/2KR3R b q - 0 19,b4d5 b3b5 e6d7 b5d5 d8c7 c1b1,2037,rDTpIAwt
3a10q,r1bqr1k1/ppp1bp2/4pn1Q/6N1/3P4/2PB4/P4PPP/R4RK1 b - - 2 16,e7f8 d3h7 f6h7 h6h7,1191,UwXVZ6pB
3a1rV,6k1/2pR2p1/3pP3/1pr4p/5P2/P7/6KP/8 b - - 7 40,g7g6 d7d8 g8g7 e6e7,1891,TWkH45k3
3a2q6,r1r4k/pp2pQbp/3p2p1/8/1nB5/4qP2/PPPN2PP/2KR3R w - - 1 18,h1e1 e3d4 c2c3 b4a2 c1c2 a2c3,2666,EOgVyuvM
3a2uL,5rk1/1p3pB1/p2bp3/5r2/3pR3/P2P1Q1P/1q3PP1/4R1K1 w - - 1 22,f3g4 b2f2 g1h1 f2f1 e1f1 f5f1,1250,lRxKsYQ3
3a4mx,3r3r/Qpkq1pp1/2p4p/4P3/P1P5/3p4/3b2PP/R4R1K b - - 3 21,d7d4 f1f7 d8d7 a7d4,1983,2GlPsxnF
3a4rb,r2q1rk1/pp1n2pp/2p3p1/2b5/4p1P1/2P2N1P/PP3RB1/R1BQ2K1 w - - 0 16,d1b3 g8h8 f3d4 f8f2 g1f2 d8h4 f2e2 h4g3,2437,O0s3qMHr
3a52W,r1b2r1k/pppBQp1p/5p2/8/q7/3P1P2/1PP2P1P/2KR2R1 b - - 0 15,c8d7 e7f6,1127,e8mzbZVL
3a8D1,6k1/4b2p/p2p3p/1p2p3/8/1Pq3NK/P6P/2R2R2 b - - 1 34,c3e3 c1c8 g8g7 c8c7,1648,foyXGQeP
3a9cs,r4rk1/ppq1ppbp/1np1n1p1/4P3/2P3b1/P3BNN1/1PB1QPPP/R4RK1 b - - 8 17,g7e5 e3b6 g4f3 b6c7 f3e2 c7e5,2209,jkpn6uEz
3aBWc,5r2/1bq1b1k1/p3pp1p/2P3pQ/3B4/1P1N4/1P4P1/4R2K b - - 1 36,f8d8 d3e5 f6e5 d4e5 c7e5 e1e5,1886,f5RtN5Fg
3aCTV,8/1q5p/4Nppk/4Q3/8/2K5/r3B3/7R b - - 3 39,b7h1 e5f4 g6g5 f4f6,1764,trPI82Wk
3aDbR,3r4/6p1/2kqp3/1pp1b3/6Q1/2P1P3/1P1NK1P1/3R4 w - - 0 33,e2e1 e5g3 e1e2 d6d3 e2f3 d8f8 f3g3 d3d6 g4f4 f8f4,2521,OWYvtMv0
3aF5v,8/6k1/b2qp1p1/4r3/8/P1Q2P2/6PP/2R3K1 b - - 3 33,g7f6 f3f4 d6c5 c3c5 e5c5 c1c5,1512,B7T77GSL
3aFJS,8/8/8/4K3/4p2p/3rkp1P/2Q5/8 w - - 0 97,c2h2 f3f2 h2f4 e3e2 e5e4 d3g3 e4d5 f2f1q,2655,pM2Vklh5
3aIQK,2r1r1k1/p5b1/8/P1p1n1qp/2PpR1p1/B2P4/5PP1/1R1Q1BK1 w - - 1 32,a5a6 e5f3 g2f3 g4f3 g1h2 e8e4,1780,TJnR0KAo
3aITf,8/1Q3pk1/p5pp/qp1P4/2p5/7P/PP4PK/8 b - - 0 38,a5a2 d5d6 a2b2 b7d5 b2f2 d6d7,2770,U4wm2do4
3aJHY,r3r1k1/1p3pp1/3q2p1/pQn5/3pn3/P3R1BP/1PP2PP1/R4BK1 b - - 1 25,e4g3 e3e8 a8e8 b5e8,929,nLB756i5
3aJr6,8/8/3K4/p7/2k5/P7/8/8 w - - 0 41,d6c6 a5a4 c6d6 c4b3 d6d5 b3a3 d5c4 a3b2,1736,PFSOMgJu
3aL3E,r1b2rk1/pp1p3p/2p2ppB/2q2B1n/2P1P1Q1/3P4/P4PPP/5RK1 b - - 1 21,f8e8 f5g6 d7d6 g6f5 g8h8 g4h5,2265,3ZXLPy8S
3aLVL,r4r1k/pb4pp/1p2Q3/2p3B1/q7/5P2/PP2R1PP/R5K1 w - - 4 23,b2b3 a4d4 e6e3 d4a1,1142,zWeofUPC
3aQL7,8/8/1p2ppk1/1P2P1pp/4K3/6PP/8/8 b - - 5 55,g5g4 h3g4 h5g4 e5f6 g6f6 e4f4 e6e5 f4g4 e5e4 g4f4,2040,TmrwXDiD
3aR36,rn1r2k1/pp3ppp/2p4q/b3P3/6b1/5NP1/PP1NBP1P/3RQRK1 b - - 2 16,g4f3 d2f3 d8d1 e1d1,1863,VSt4hp4b
3aRPW,2krr3/5p2/pBPp4/1p1P2b1/4q1pp/1R4P1/P4P1P/3Q1RK1 w - - 0 29,b3e3 g5e3 f2e3 h4g3,2174,yI1jWJah
3aUcX,8/2n3R1/2k5/2P5/bB3p2/P2Pb1p1/PK1NP3/8 w - - 0 40,d2e4 e3d4 b4c3 d4g7,1431,2yMZBwjr
3aVPE,3r2k1/p1p2ppp/4b3/8/4PP2/2QBb2q/PPPN4/R2K1R2 w - - 0 21,c3c7 e6g4 d1c1 h3f1 d3f1 d8d2 c2c4 d2d7 c1c2 d7c7,2472,D80nDbEY
3aXRG,7r/p7/3k1p2/R2p4/3PppP1/1P6/P3K3/8 b - - 3 39,h8h7 a5a6 d6d7 a6a7 d7c6 a7h7,1091,kiKTGwxd
3aYi5,3r3r/pk4p1/1pp5/2pqpp2/4R3/P2P1PBP/1PQ4K/R7 w - - 0 28,e4e5 h8h3 h2g2 h3g3,2180,PvBeOOdv
3abIN,r5k1/1pp1rpp1/p1nq3p/7b/3PB3/5N1P/PP3PP1/2RQR1K1 b - - 0 17,c6d4 d1d4 d6d4 f3d4 a8e8 f2f3,1900,mj1nDxqq
3abzo,5rk1/p1Q1pN1p/1pp1P1p1/2prRp2/q7/1n1P3P/5PP1/3R2K1 b - - 0 26,d5e5 c7e5 f8f7 e6f7 g8f7 d1e1 a4h4 e5e6,1922,A2uAOAmX
3aclW,8/8/5k1K/p1p1p3/1p2B2P/8/1P6/8 w - - 0 47,b2b3 c5c4 b3c4 a5a4 c4c5 a4a3 c5c6 f6e7,2690,oZFQLoix
3acus,r2b2k1/6pp/2p5/2Pp4/pK1P2P1/3R2BP/1P6/8 w - - 3 31,d3a3 d8a5 b4a4 a5e1 a4b3 a8a3 b3a3 e1g3,1762,J0qGEK8K
3acy7,2rq2k1/p3pp2/3p2p1/6B1/2r1P3/5P2/Pbp4Q/K1R4R w - - 0 29,a1b2 d8b6 b2a1 b6d4,2047,YWVFN5eY
3ae9U,r3r1k1/1p3ppp/p7/3p4/3Nn3/1P1QPNbq/PB2B3/2R2RK1 w - - 0 23,c1c2 e8e5 d4f5 e5f5,2511,z6IY7WJV
3ai3W,r5k1/pbp3qp/1p2p2p/1B2n3/4N3/2PP1r1P/PP2QP2/3R1R1K w - - 0 22,f1g1 f3h3,870,lcEp1byP
3aiJT,rn1q1rk1/pb1p2b1/5p2/2p2p1Q/2P4B/2N5/PP4PP/R4RK1 b - - 1 16,b7e4 c3e4 f5e4 h5d5 f8f7 d5a8,1617,6zIM2540
3ann6,5k2/R7/1B5K/P7/4b3/6p1/6r1/8 w - - 0 53,a7g7 g2h2 h6g5 f8g7,1558,fFlTy7Ut
3ao7e,3r1rk1/ppp2pp1/2b1P1qp/8/3N2N1/1Pn4P/P3QPP1/3RR1K1 w - - 1 25,e6f7 g6f7 e2c2 c3d1,2343,N3BaIN1Y
3aoKz,1rbq1r1k/pp1n2pp/1bp1Q3/5p2/3P4/2PBBN2/PP3PPP/R4RK1 w - - 1 15,d3f5 d7f6 e6e5 b6c7 f5c8 c7e5,2397,0QrV4jPF
3aoR3,8/p7/3p4/3P1p2/1pP3k1/1P2r3/P2R2K1/8 b - - 0 39,e3h3 d2d4 f5f4 d4f4 g4f4 g2h3,823,jmkeDLl7
3aorK,r3r1k1/1qp2p1p/p2b1Pp1/1p4PP/3p1p1Q/PP1P1N2/1P3P2/R2K3R w - - 6 24,h5g6 b7f3 d1c1 h7h5 g6f7 g8f7 g5g6 f7g6,2457,pfHsbD1Z
3apZE,8/8/2p1Pb2/2p5/8/1Pk1N1Kp/2P5/8 b - - 1 66,c3d2 e3g4 f6e7 c2c4 d2c3 g4e5 h3h2 g3h2,2557,7ZHTD3BE
3aqMu,r4rk1/pbq2ppp/1ppbpn2/4N1P1/3P1P2/2PB4/PP5P/R1BQ1RK1 b - - 0 14,f6d7 d3h7 g8h7 d1h5 h7g8 f1f3,2431,c0k0xkOY
3asRF,8/1r6/2k3P1/1p5K/8/8/8/1R6 b - - 0 61,b7d7 b1g1 d7d8 g6g7 d8g8 g1g5,2656,6TuvSqEe
3atJD,r2qkb1r/pp3ppp/1n2p3/4P3/2P1pP2/2N5/PP1B2PP/R2Q1RK1 b kq - 0 13,b6c4 d1a4 d8d7 a4c4,1137,TKKfHGv9
3avEo,5r1k/pp2b1pp/8/4P2Q/2Nq4/1P3B2/P1P3PP/R6K w - - 4 24,a1d1 d4d1 f3d1 f8f1,1398,gVOzwBsh
3avTx,5r1k/p5pp/Np6/7Q/1P6/P2q2P1/3p1B1P/3RrRK1 w - - 1 29,a6c7 d3f1,1619,6m5umF1d
3ax5I,8/5p2/4p1pp/3p1k2/3P1P1P/6P1/4KP2/8 w - - 1 46,e2f3 h6h5 f3e3 f5g4 e3e2 g4h3 e2f3 h3h2,2466,G9lLEsAs
3axw6,r1bqk2r/ppp2ppp/1n2p3/3Pp3/2P5/2P2B2/P4PPP/R1BQK2R b KQkq - 0 11,b6c4 d1a4 c8d7 a4c4,1054,rUnYGMXL
